product_name,categories_en,energy-kcal_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g
"Organic Pure C8 MCT oil","","866.666666666667","","","93.3333333333333",""
"Menthe digestive","Beverages and beverages preparations,Beverage preparations,Herbal teas,fr:tisane-bio","0","0","0","0",""
"Fromage blanc à la creme de marron","Dairies,Desserts,Dairy desserts","150","18.6","5.1","5.9","0.6"
"Albóndigas guisadas","","180","7.7","10.4","11.7",""
"Bratwurst Thüringer","","280","68","8","10","24"
"Mini bagels","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads","279","58.14","9.3","2.33","2.3"
"Sweet Potato","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetable-based foods and beverages,Cereals and potatoes,Vegetables based foods,Fresh foods,Vegetables,Fresh plant-based foods,Fresh vegetables,Root vegetables,Sweet potatoes","86","18.3","1.57","0.05","3"
"Sweet Potato","","86","20","2","0",""
"Proti Diet peanut bar","","527.777777777778","30.5555555555556","27.7777777777778","36.1111111111111","5.55555555555556"
"Mayonnaise delicata","","39","0.600000023841858","0.100000001490116","3.90000009536743",""
"Cream Style Corn","","88","18.4","1.6","0.8","0.8"
"Mushroom Coffee","","250","16.6666666666667","0","16.6666666666667","16.6666666666667"
"Nocciolino","","431","74.4","5.9","11.7",""
"victoria","","91.778206","14.5","4.8","1","2.3"
"Dattero rossi con noci","","929","54","13","1.7999999523163",""
"Lemon Sliced Crème Cake","","333.333333333333","42.2222222222222","4.44444444444444","15.5555555555556",""
"M&m’s peanut butter","","150","16","3","8",""
"Magdalenas mini clasicas","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Madeleines","394","54","5.5","17",""
"Bizcocho choco chips","","412","53","6.4","19",""
"Organics blueberries","","70","19","","1","4"
"Pulled Texas BBQ Lamb","","91.4728682170543","7.48061985932579","9.30232558139535","2.32558139534884","1.58914724985758"
"Meat lovers pasta bake","","103.333333333333","9.00000015894572","8.41666698455811","3.37500015894572","1.33333335320155"
"Mini cordon bleu di pollo","","215","14","15","11",""
"blueberry muffins","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Breads,Dietary supplements,Special breads,Bodybuilding supplements,English muffins,Protein powders","150","27","6","2","4"
"Bush’s Brown Sugar Hickory Baked Beans","Plant-based foods and beverages,Plant-based foods,Condiments,Culinary plants,Aromatic plants,Fresh foods,Fresh plant-based foods,Herbs,Parsley,Fresh aromatic plants,Fresh parsley","20","3","2","0.5","7"
"pearl milling company maple pancake on the go","Plant-based foods and beverages,Plant-based foods,Snacks,Meals,Nuts and their products,Nuts,Protien-powder","367","70","10","7.5","1.67"
"Harvest cheddar","","210","28","3","9","4"
"Garden Salsa","Snacks,Salty snacks,Appetizers,Biscuits and crackers,Chips and fries,Crisps,Crackers (Appetizers)","90","18","5","1","6"
"Muscle Milk Vanilla Creme","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Breads,Protein,Shakes","385","31.43","45.71","11.43","8.57"
"MM Cookies 'n Cream Protein Powder","Dietary supplements,Bodybuilding supplements,Protein powders,Shake","100","7","20","1","4"
"Kovilpatti Sweets","","375.5","91.55","0.57","0.78","0.184"
"Smart Food White cheddar","Beans","10000","900","200","600","100"
"Hot Dog Buns","Protien-powder","120","23","4","2","1"
"Marias","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Snacks,Cereals and potatoes,Breads,Dietary supplements,Bodybuilding supplements,Protein powders,Electrolytes","100","26","3","7","1"
"Whole Grains Health Nut Bread","","120","19","5","2.5","6.98"
"Doritos Cool Ranch","","535.714285714286","64.2857142857143","7.14285714285714","25",""
"Mapo tofu sås","","250","8.10000038146973","4.5","21",""
"Whole 3.7% Fat Milk","","66","4.7","3.5","3.7",""
"Pounti tranche","","194","20","7.6","8.6","0"
"Strawberries","","31.25","7.63888888888889","0.694444444444444","","2.08333333333333"
"Électrolytes","Dietary supplements","0","0","0","0","0"
"Master Whey Protein Datteln - One Dream","","383","4.8","79","6.7","1"
"Courge musquée","","430","3.1","27","34","2"
"Organic tomato pulp","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomato pulps","32","4.8","1.4","0.1","2.2"
"Nutella biscuits","","515","64","7.9","24.8",""
"organic tomato pasre","","72","10","2.9","0.2",""
"Milch and nuss riegel","","586","48.2","7.6","39.9",""
"Kinderini","","494","66.8","5.9","22.1",""
"ORGANIC TOMATO SAUCE ARRABIATA","Condiments,Sauces,Pasta sauces,Tomato sauces,Arrabbiata sauces,Groceries","66","4.5","1.6","4.2",""
"Tomato sauce with eggplants","Dairies,Fermented foods,Fermented milk products,Cheeses,Condiments,Sauces,French cheeses,Tomato sauces,Abondance,Groceries","56","4.2","1.4","3.2",""
"Steaks hachés 100% pure boeuf","","235","","15","19",""
"Sauce Tomate Puttanesca Bio Kazidomi","Condiments,Sauces,Tomato sauces,Puttanesca sauces,Tomate-sauces,Groceries,fr:puttanesca,fr:sauce-italienne","75","4.3","1.5","5.2","1.7"
"Sauce Tomate Aux Courgettes Bio Kazidomi","Condiments,Sauces,Tomato sauces,Groceries","56","4.2","1.5","3.2","2"
"Sauce Tomate Au Thon & Olives Bio Kazidomi","Condiments,Sauces,Meal sauces,Tomato sauces,Tomato sauces with olives,Groceries","64","4.1","2.5","3.7","2"
"Organic tomato sauce bolognese","Condiments,Meats and their products,Sauces,Meat-based sauces,Pasta sauces,Meat-based pasta sauces,Bolognese sauces,Groceries","106","3.4","4.2","8",""
"Whey Protein aus Molke 1000 Gramm Vanilla","Dietary supplements,Bodybuilding supplements,Protein powders","389","8.8","78.05","4.6","0.1"
"Sauce tomate aux légumes bio","Condiments,Sauces,Meal sauces,Tomato sauces,Vegetable sauces,Groceries","62","4.2","1.4","3.9","2"
"Isaleanshake","","400","40","40","10","13"
"IsaLean Bar","","385","46","28","12",""
"Isadelight","","526","44","8.8","35",""
"Isalean","","400","40","40","10","13"
"Isa Lean Shake","","407","41","41","10",""
"Isalean shake","","403","35","0.98","13",""
"IsaLean","","400","45","28","12",""
"IsaLean Bar","","400","45","28","12",""
"IsaDelight","","526","53","8.8","31",""
"IsaPro","","435","8.69999980926514","78","6.5",""
"Isagenix","","400","40","40","10","13"
"IsaLean Shake","","407","41","41","10",""
"IsaLean Shake","","407","41","41","10",""
"Riso","","349","78.1","6.9","0.8",""
"Isalean shake","","407","41","41","10","14"
"Greens","","333.29998779297","55.5","22.200000762939","0",""
"Whole blend","","364","20.5","33","14","20.5"
"Collagen Elixir","Dietary supplements","100","10","10","",""
"Isalean Protein Bar","","250","27","15","12","5"
"Passata de tomates bio","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Sauces,Tomatoes and their products,Tomato sauces,Tomato purées,Strained tomatoes,Groceries","31","4.8","1.6","0.2","1.6"
"Amped hydrate","","350","90","0","0",""
"Organic pesto alla genovese","Condiments,Sauces,Pestos,Groceries","655","11.8","5.9","64.5",""
"Grr","","3","5","5","5","5"
"Organic vegan pesto","Condiments,Sauces,Pestos,Groceries","657","12.2","5.8","64.6",""
"Snacks Isagenix","","90","12","6","2",""
"Organic pesto with Tofu","","642","12.2","6.3","62.7",""
"pesto","Condiments,Sauces,Pestos,Green pestos,Groceries","561","11.7","8.2","53.2","1.3"
"Crème D'Olives Noires Bio Kazidomi","Plant-based foods and beverages,Plant-based foods,Spreads,Plant-based spreads,Salted spreads,Olive tree products,Tapenades,Black tapenades","388","0.6","1.2","41.7","2.9"
"Crème d'artichaut","Spreads,Salted spreads,Artichoke spreads","268","1.8","1.9","27.4","3.5"
"Organic walnut cream","","700","12.8","9.8","67.1",""
"Pesto Rosso","Condiments,Sauces,Pestos,Red pestos,Groceries","451","17.9","5.2","38.8",""
"Sztuka miesa z masarskiego straganu","","165","0.9","21","1.8",""
"Pan de leche redondo","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Milk bread rolls","231","42.3","10.7","2.1",""
"Organic tomato sauce arrabiata","Condiments,Sauces,Pasta sauces,Tomato sauces,Arrabbiata sauces,Groceries","66","4.6","1.5","4.2",""
"Lomo adobado","","117","0.8","20","3.6",""
"Lucozade duel-fuel energy gel 45g 123cal","","273.333333333333","66.6666666666667","","",""
"Oatmeal And Chocolate Chip Cookie","","480","62","6","22","2"
"Salade verte","","16","1","1.3","0.3",""
"Tisane bio Eucalyptus respirr","","1","0","0.1","0","0"
"Baguette constance","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Baguettes","283","56.7","9.8","1.2",""
"Sałatka kurczak w panko","","160","13.3","6.1","9","0.8"
"Egg salad sandwich","","392","41","21","16","5"
"L’authentique pain paillasse cereales","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads","250.19999694824","48.5","8.5","2.0999999046326",""
"Beignets fourres au chocolat","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts,Doughnuts filled with chocolate,Sweet fritters,fr:beignets-au-chocolat","394","48","6.7","19",""
"Mini beignets assortis","Snacks,Sweet snacks,Sweet fritters","441","45","7.9","25",""
"Empanada Atún","Meals,Pizzas pies and quiches,Salted pies,es:Empanada de atún","270","28.3","7.4","13.5",""
"Sandwich pomme chèvre miel - Les Délices de Louison - Les Délices de Louison","","289","29","8.5","15",""
"Viena Capellanes","","381","77.4","4.7","5.7","0"
"cuisse de poulet direct au four curry","Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Chicken thighs","197","3","17","13",""
"Schnitzel","","163","14","9.89999961853027","6.69999980926514","3.20000004768372"
"Vasito queso frambuesa","","263","18.10000038147","2.2999999523163","20.200000762939",""
"Nussmischung 4fach","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Shelled nuts","656","9.6","18.1","58.9","7.9"
"Focaccia bianca con rosmarino","","250","45.5","2.3","5.4","4"
"French Bread","","253.731343283582","52.2388059701493","8.95522388059701","0","4.47761194029851"
"Les Navettes Fleur D'oranger","","453","68","7","17","3.1"
"Queso Monterrey Jack","","616.666666666667","0","40","50",""
"Chocolate de algarroba","","480","43.8","4.3","35",""
"Bagel","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads","197","28.7","8.4","5",""
"Le pavé du larizac","","269","52.6","9","1.8",""
"Früchtemischung Bonbon","Snacks,Sweet snacks,Confectioneries,Candies","397","98.3","0","0",""
"Whey Protein aus Molke 500 Gramm Vanilla","Dietary supplements,Bodybuilding supplements,Protein powders","389","8.8","78.05","4.6","0.1"
"Sandwich solene céréales sicilien","","213","30","8.1","6.2","3.1"
"Pain aux 2 lins","","264","40.5","10","5.6",""
"Crunchy Peanut Butter","","620","10","26.6666666666667","50.6666666666667","9.33333333333333"
"Grano e quinoa","","145","24.6","5.8","1.7","4.2"
"Bowl printanier au poulet, asperges et feta","","175","11.6999998092651","9.89999961853027","9.30000019073486","2.29999995231628"
"Choco Donut","","466","47","6","27.4",""
"Jus de pomme","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Unsweetened beverages,Apple juices","43","10","0.5","0.5",""
"Black Angus Sirloin Steak","","125","0","22","4.1",""
"Brioché poulet caesar","","191","24.4","8.9","5.1",""
"Vitobest diet meal complete","","202","23","18","4.5","1"
"Tartines légères 3 céréales","","368","74","9.7","2.4","6"
"Home style macaroni cheese","","114.0589569161","15.2834470580224","6.80272108843537","2.63038557402942","0.702947824179721"
"Original","","90","5","14","2","4"
"Zarte Filets vom Hering","","219","4.2","11.1","17.1",""
"Ville krem pendir180 qe","","895","","","100",""
"Mayonnaise","","5","1","1","16",""
"BAguette bressan","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Baguettes","160","25.2","9.5","2.2","1.6"
"Baguette Niçois","","194","27.7","9.6","5.6",""
"Mile High burrito","","496","65","17","22","4.65999984741211"
"Roasted Sunflower Seeds","","600","23.3333333333333","20","50","10"
"Marmellata di arance rosse","","206","50","0.5","0.2","1.2"
"Pain de mie sans gluten","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Specific products,Products for specific diets,Breads,Products without gluten,Gluten-free breads,Sliced breads,Gluten-free sliced breads","279","48.2","4.4","6.3","5.8"
"Marmellata do mandarini gruppo Fai","","215","52","0.69999998807907","0.20000000298023",""
"Marmellata di limoni","","219","54","0.3","0",""
"100% Pure Raw & Unfiltered Honey","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","333.333333333333","85.7142857142857","","",""
"Flocon d'avoine - complète","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats","371","60","12","7.1",""
"Eismann Paella","Meats and their products,Meals,Meals with meat,Rice dishes,Paella","396.6","40.2","14.4","15.4","19.8"
"Curry Potato & Vegetable Soup","","51.8358531317495","8.207343412527","1.07991360691145","1.72786177105832","1.07991360691145"
"Filet mignon de porc fumé sous vide","","141","0.7","24.2","4.6",""
"Løk","","311.823515050551","30","10","17.5882350697237","1.82352935566622"
"Tourte Vigneronne Pur Beurre","","248","19.8","11.7","13.6",""
"Salade de pâtes au pesto maison","","153.75","12.125","6.05000019073486","8.82499980926514","1.04999995231628"
"CAP’N CRUNCH","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","394.73684210526","86.842105263158","5.2631578947368","3.9473684210526","2.6315789473684"
"Cucumber","","11","2","0.7","0","0.5"
"Pavé de saumon fumé à la ficelle","Seafood,Fishes and their products,Fishes,Fatty fishes,Salmons,Smoked fishes,Smoked salmons,Salmon steaks,fr:paves-de-saumon-fume","253","0.5","23","17",""
"Nutrional shake","Beverages","398","33","35","6.6","18"
"Frites  au four","","172","24.3999996185303","2.40000009536743","6.59999990463257","2.5"
"Planet Doughnut 4 pack","","374.3","53","3.8","20",""
"Entremets 3 chocolats x2","","358","30","4.3","24",""
"Dukan barre extra gourmande","","343.333333333333","36.6666666666667","23.6666663487752","10.9999998410543","18.0000003178914"
"Greek style chicken pita wrap","","143.695014662757","12.9032258064516","11.1436950146628","5.57184750733138","3.51906158357771"
"Rød Grapefrukt","","100.934579439252","13.2943928798782","4.99999991087156","2.40654210063899","3.29439261249293"
"Vegetable Noodles","","453.125","62.5","10.9375","18.75","4.6875"
"Vanilla Almond Milk","Dairies,Milks (liquid and powder),Milks","80","14","1","2.5","1"
"Donuts","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts","378","50","4.6","17",""
"Falafel & halloumi hot wrap","","236","22.3","8.5","12.2","2.1"
"Recettes du boucher","","179","3.4","14","11","5.4"
"Poulet satay","","203.142857142857","4.42857142857143","21.5142865862165","11.4571424211775","0.028571428997176"
"Triple Protein Shake","Dietary supplements,Bodybuilding supplements,Protein powders","338.4","3.7","73.8","3","0.7"
"Triple Protein Shake","","322","6.90000009536743","69","2.09999990463257","2.40000009536743"
"Baguettes céréales","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Baguettes","269","47.9","9.4","3","5.5"
"Pavé de saumon fumé à la ficelle","Seafood,Fishes and their products,Fishes,Fatty fishes,Salmons,Smoked fishes,Smoked salmons,fr:saumons-fumes-a-la-ficelle","253","0.5","23","17",""
"Sweetened sunflower seeds","Plant-based foods and beverages,Plant-based foods,Seeds,Sunflower seeds and their products,Sunflower seeds,Chacheer-brand,Coated-seeds,Sunflower-seed-preserved-tangerine-peel-with-sugars-and-sweeteners,Sweet-seed-snack","565","3.5","29","46",""
"Banana 5 pack","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Tropical fruits,Bananas","90.5","19.7","1.06","0.25","2.7"
"Mango Sinduri","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Tropical fruits,Mangoes","73.9","14.3","0.63","0.25","1.6"
"L'autre con","","229","","","",""
"Saint Hubert 41","Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Spreadable fats,Vegetable fats,Margarines","370","5.59999990463257","1.5","38",""
"Nuez y agave","","364","76","10","1","2.7"
"Proteine al cappuccino","","351","10","69","2","6.59999990463257"
"Salami Bites","","443","5","27","35",""
"Melon medley","","27","5.5","0.5","0.5","0.800000011920929"
"Garlic Crispy Chicken Fillet","","196","12.3","15.8","9.3",""
"Teigwaren","Snacks,Sweet snacks,Cocoa and its products,Chocolates","351","69","14","1.5","2.9"
"oeuf de goeland chocolat vrac","Snacks,Sweet snacks","595","34","5.9","47",""
"Stamford Street Co. Hot & Spicy Cooked Chicken Breast Slices","","288","8.4","54.6","3.9","0.7"
"Cooked sliced chicken breast","","118","0.5","24.7","2","0.5"
"Ginseng tea","Beverages","250","100","","",""
"Szynka Z Bobrownik","","151","0.800000011920929","27","4.30000019073486",""
"Coktail de fruits secs","","451","44.6","14","21.2",""
"Donuts fourrage vanille","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts","341","43","4.3","17",""
"La alpujarra","","279.89","62.1","5.9","0.9","10.4"
"Fit-food Harina de avena salada","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Oat flours","344","58.6","9.7","5.03",""
"Huile d’olive spray","","13.5","0","0","1.19",""
"Eau de coco","","20","5","0","0","0"
"Donuts coco noisette","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts","435","48","5.8","24",""
"Pain Constance aux céréales","","134","47.9","9.4","3",""
"Cookunity hangar lime steak","","550","14","41","37","10"
"Le lin","","294","48","11","5.4",""
"Beignets framboises","Snacks,Sweet snacks,Sweet fritters","304","","5.8","","0"
"Cranberry Blend","","50","12.0833333333333","0","0","0"
"Penne trigo sarraceno","Plant-based foods and beverages,Plant-based foods,Pastas,Penne","347","67","11","2.9","4.5"
"Mediterranean. Style orzo","","200","28","7","7","3"
"Poulet à l’estragon","","240.571428571429","0.714285714285714","26.2857142857143","14.6285716465541",""
"Coquillettes maïs et riz","Plant-based foods and beverages,Plant-based foods,Pastas,fr:Coquillettes","353","77","7.1","1.4","2.1"
"Honey walnut shrimp","","177.5","17","8","9.25","1.75"
"Apple turnover - A&w","","247.058823529412","37.6470588235294","2.35294117647059","9.41176470588235","1.17647058823529"
"Migni beignets assortis","Snacks,Sweet snacks,Sweet fritters","441","45","7.9000000953674","25",""
"Hackbraten","","187","4.5","7.3","15",""
"L'Envoûtante (Pain)","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Baguettes","284","54.4","10.1","2.1",""
"Pane alla segale","","237","43","1","2.7",""
"Huesos de albaricique","","628","19.89999961853","18","51.299999237061",""
"Slurpers","","62","16","0","0",""
"Nidos vegetalws","","366","74","12","15","4"
"Roast beef and swiss","","194.805194805195","15.5844155844156","16.2337662337662","7.14285714285714","0.649350649350649"
"Breakfast Smoothie","","355","33.3333333333333","40","6.16666666666667","5.83333333333333"
"Bœuf haché 15%","","215","","20","15",""
"St Hubert oméga 3 sans sel","","468","","","52",""
"Choc o' biscuit","","502.222222222222","11.1111111111111","33.3333333333333","33.3333333333333","15.7777777777778"
"Açai","Dietary supplements","534","8.5","8.6","44.5",""
"Griechischer Salat","","139","3.70000004768372","3.29999995231628","12",""
"pate de piment","Plant-based foods and beverages,Plant-based foods,Condiments,Spices,Chili peppers,Groceries","100.505","1.71","0.454","10.109","0.465"
"The noir parfumé","Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Herbal teas","1","0.2","0.1","0",""
"Chicken Florentine with Rosemary Mashed Potatoes","","155.339805825243","8.98058252427185","13.5922330097087","7.03883495145631",""
"Mango and watermelon","","42","8.60000038146973","0.600000023841858","0.5","0.800000011920929"
"Tourte saumon poireaux","","283","29","7.9","15",""
"4 Muffins fourrés chocolat noisettes","","464","52.8","5.7","25.2",""
"Saumon argenté, du Pacifique","","128","0.4","23.0399993896484","4","0.4"
"Chlorella (de pared celular rota)","","402","5.22","59.1","13.4",""
"St Hubert Oméga 3","","468","","","52",""
"St Hubert  doux","","47","","","5.19999980926514",""
"Mcmaster’s hawg sauce, spicy","","162.162162162162","37.8378378378378","","",""
"Pesto rosso","","106.75","13.6000003814697","3.42499995231628","3.67499995231628","2.40000009536743"
"Boisson Citron","","4","0.9","0","0",""
"Organic Sweet Baby Brocolli","","32.7102803738318","5.60747663551402","2.80373831775701","0","0.934579439252336"
"Baguettine aux olives","","298","52","8.3","5.3",""
"2 p’tit croquants","","486","70","7.30000019073486","19",""
"porridge","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Porridge","371","57","11","10","8.9"
"Milton's Galletas Saladas Multigrano 4 pzas de 238 g","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Crispy biscuits","444.4","62.5","6.3","18.8","6.3"
"Freeze Dried To Go Sausage Scramble","Meals","482.758620689655","31.0344827586207","31.0344827586207","27.5862068965517","3.44827586206897"
"Amandelpasta","","595","9.10000038146973","21.2000007629395","49.9000015258789","3.79999995231628"
"Biozyme whey protein","","365.454545454545","7.51515151515151","75.7575757575758","3.51515151515151",""
"Pineapple Chunks","","45.3333333333333","10","0.400000015894572","0.333333333333333","1.19999996821086"
"Balsamic Vinegar","","200","40","0","0","0"
"Spirulina 125GR Eco Salud Viva","Dietary supplements,Spirulina","378","9.1","63.5","8.2",""
"Pdt rissolées","","158","25","2.09999990463257","5","2.29999995231628"
"Pomme grenaille","","124","16.7000007629395","2.09999990463257","4.59999990463257","2.20000004768372"
"Buchette Bout Biseaux","","285","57.5","9.8","1",""
"Amandes grillées sans sel","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Almonds,Shelled nuts,Shelled almonds,Roasted almonds,Unsalted almonds,Almonds (roasted and unsalted)","645","5.3","23","57",""
"Arachide","","599","26.6000003814697","21.5","45","6.69999980926514"
"Pão australiano","","326","61","2.5","7.19999980926514","3.59999990463257"
"Fricassée de volaille chasseur","","129.25","13.9750003814697","6","5.07499980926514","1.42499995231628"
"Melasse","","300","80","1","0","0"
"Façon planteur","","44","11","0.5","0.5","0.5"
"Granola choco Boost","","386","45.9","3.7","16.7","8.1"
"Nut Butter Bar","","460","54","14","22","6"
"Azúcar de coco","","379","93.099998474121","1.6000000238419","0",""
"Kalamata Olives","","300","6.66666666666667","0.666666676600774","30",""
"100% végétal","","470","","","51.9999980926514",""
"Beurre doux","","400","","","50",""
"St Hubert  oméga 3","","45","","","5",""
"Jamón de Bellota","","373","1","31.3","27.5",""
"Sopa Ave Con Fideos","","1382","59.7","13.1","3.3",""
"St Hubert  Demi sel sans huile de palme","","450","","","50",""
"Demi sel","","450","","","50",""
"Muffin double chocolat","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Muffins,Chocolate cakes,Chocolate muffins","390","46.2","5.8","24.3",""
"Änglamark Bananklase Økologisk","","746","85.8000030517578","41","23.7999992370605","9.89999961853027"
"Pain complet","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal breads","257","46.4","10.5","1.3","8.2"
"Pain complet","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal breads","257","46.4","10.5","1.3","8.2"
"Saint Hubert","Plant-based foods and beverages,Plant-based foods","4700","","","51.9999980926514",""
"Beurre oméga 3 demi-sel","","192.000007629395","","","51.9999980926514",""
"St Hubert oméga 3","","470","","","51.9999980926514",""
"Oméga 3","","468","1","1","52",""
"Equate daily fiber","","272.727272727273","100","","","100"
"Pane per maxi sandwich","","100","19","3.4","1",""
"Brummell & Brown spread","","45","","","5",""
"Avocado Oil Plant Based Butter","","60","","","6",""
"Salade de fruit exotique","","55","11.5","0.600000023841858","0.400000005960464","1.5"
"Légume granola","","149","17","5.90000009536743","5.69999980926514","4"
"Arachidi Tostati salati","","612","13","25","49","1"
"Poêlée de légumes anciens","","98","10.8999996185303","1.5","4.90000009536743","2.20000004768372"
"Fishcurd","","182.222222222222","14.4444444444444","6.88888888888889","10.6666666666667","3.11111111111111"
"Cacao en polvo","","353","19.52","27.8","11",""
"Chicken Fingers","","180","19","13","5","1"
"St Hubert bio","","504","","12","56",""
"Butter","","428.571428571429","","","42.8571428571429",""
"Pain de campagne bio nature","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Pains de campagne","250","51","7.4","1.2",""
"Trippa al sugo","","77","3.5","10","2.3",""
"Badami de poulet","","115.428571428571","2.08571434020996","10.0857140677316","7.14285714285714","0.657142843518938"
"Body lab whey protein","","410","8.3","77","7.6",""
"Designer Whey Protein Vanilla","Dietary supplements,Bodybuilding supplements,Protein powders","377","7.1","78","4.7",""
"Soupe aux pois","","68.0851","11.4894","4.2553","0.6383",""
"Soupe aux lentilles","","21.2766","3.4043","2.1277","0.0851",""
"Muffins","","140","21","3","5",""
"Spirales date apple","","300","55","5","7.5",""
"Relish","","100","20","0.66666666666667","0",""
"Collagen","Dietary supplements","359","0.1","90","0.1",""
"Riccoriso","","355","76","8.2","1.5","2.2"
"Full cream strawberry milkshake","","92","12","3.29999995231628","4","0.5"
"Beignes à l'ancienne","","300","52.5","7.5","7.5","0"
"Truffes Fantaisie Biologiques","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Chocolate truffles","639","35","4.2","53",""
"Camu Camu 50GR Bio - Salud Viva","","333","81.2","1.55","0.13",""
"Peanut Butter Filled Pretzel Nuggets No Salt","","483.87096774194","54.838709677419","19.354838709677","22.58064516129",""
"Peanut Butter Filled Pretzel Nuggets","Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers),Pretzel,Peanut-filled","483.870967741935","54.8","16.1","22.6","3.23"
"Cœur fraise","","219","32","3.1","8.4",""
"Rougeole de  volaille","","103.611111111111","4.3611110581292","6.1388889948527","6.08333322736952","2.1944444709354"
"Olio di Avocado","","828","0","0","92",""
"Knorr cream of chicken soup","","10","1.6","0.2","0.279999995231628","0.359999990463257"
"Passata tradizionale di pomodoro","","28","4.3","1.6","0.1","1.5"
"Lait","","47","4.80000019073486","3.29999995231628","1.60000002384186","0.5"
"St hubert bio sans huile de palme","","504","31","12","56","6"
"St Hubert omega 3 bio","","500","","","55.9999990463257",""
"mzédita","","100","4","8","12",""
"Lecha Asada","","150.625","22.0624995231628","5.24999976158142","4.56250011920929","0.625"
"Hierba de cebada","","253","3.4","29","5.04","39"
"Trufas","","443","29.77","4.71","32.21",""
"Trufas 400 gramos","","421.89","44.02","11.87","20.65",""
"Épeautre","","344","60","16","2.40000009536743","11"
"Torti au saumon fumé","","214","12","4.2","16",""
"Caramelo liquido","","339","84","0","0",""
"Caldo de pollo","","5","1.3","0.5","0.5","0.5"
"Houmous oignons caramélisés","Plant-based foods and beverages,Plant-based foods,Condiments,Fats,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus,Groceries","233.333333333333","16.6666666666667","6.66666666666667","16.6666666666667","3.33333333333333"
"Test","","35","5","0","1",""
"Spark","","214.285714285714","57.1428571428571","","",""
"Hierba de trigo","Condiments,Sauces,Mustards,Groceries","259","20.7","13","2.1","52.5"
"Beurre oméga 3","Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Spreadable fats,Vegetable fats,Margarines","468","","","52",""
"Sain Hubert oméga 3","","468","","","52",""
"Eau","","0","0","0","0","0"
"Beurre","","470","","","51.9999980926514",""
"St Hubert oméga 3 demi sel","","468","","","52",""
"CORNED BEEF","Canned foods,Meats and their products,Meals,Meats,Meals with meat,Beef dishes,Canned meats,Corned beef","235","1","24","15",""
"Saint Hubert","","468","","","52",""
