product_name,categories_en,energy-kcal_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g
"Gocciole extra dark","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","202","62.7","7.4","21.7","4.3"
"Sunquick","Beverages","85","21","0","0",""
"Gouffres butter milk","","295","35","8.16","13.1","2.2"
"Croissants","","360","39","7.2","19","1.2"
"Pesto","","256","10","1.25","22","0"
"Petit Sablé Cranberry framboise","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Shortbread cookies","428","71","4.7","13","4.2"
"Avena oat crunch","","471","60.5","7.2","20.8","6.4"
"Chewing-gum","","181","70","5","0.7",""
"Thé infusé glacé","","19","4.7","0.5","0.5",""
"Boisson aux fruits tropicaux","Beverages","38","8.9","0.01","0.1","0.2"
"Italian crackers","","426","68","9.9","12.7",""
"Granini pêche et raisin","Beverages","32","7.1","0.5","0.5","0"
"Pasta with napolitain sauce","","188","34.8","0.8","5.5","2.1"
"Pindakaas","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters","625","13","22.2","52.2","7.7"
"Grancereale Classico","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","461","61.400001525879","0.69999998807907","18.5",""
"Biscuits aux fruits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Fruit biscuits","466","60.4","8","19.7","7.5"
"Jus de fruit","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices","55","13","0.5","0.5",""
"Jus de raisin","","56","14","0.1","0","0.1"
"Glassa Alla Curcuma","","629","34","0.7","0","0"
"Pain au chocolat","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Chocolate croissant","367","37","7","21","2.3"
"Roc avellanas","","569","43","7.3","39","7.8"
"Tomate ketchup","","119","27.4","1.5","0.2","1.4"
"Hot Dog","","211","1","13","18",""
"Feuilleté pomme/ noix de Pecan","","407","35","5.2","27.1",""
"Tortilla de maïs","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,White breads,Corn flatbreads,Wheat breads,Wheat flatbreads","288","49","9.4","5.4","2.6"
"MAYO","","477","1.6","0.3","51","0"
"Bâtonnets croustillants au chocolat","","486","69","6.2","20",""
"Arôme vanille","","286","71.055","0.043","0.06",""
"Carrot cake","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Carrot cakes","365","41","5.4","20",""
"Biscuit céréales chocolat","","488","61","7.3","23","5.2"
"pago pêche-abricot","","49","11","0","0",""
"Garofalo","","146","28","4.8","0.8",""
"Kimchi Ramen","","400","65","9","12","4"
"Grissin sans gluten","","408","85","3.8","5.7","1.2"
"Chocapic","","385","73.1","8.8","4.6","8"
"Oreliette","","458","67","8.1","16","7"
"Turrón chocolat","Snacks,Sweet snacks,Confectioneries,Festive foods,Christmas foods and drinks,Christmas sweets,Turrón,Chocolate turrón","561","53.4","6.5","35.4","1"
"Organic coconut flour","","440","60.2","16.9","12","19.7"
"Poulain","","358","51","5.3","33","6.3"
"Puree de framboise","","80.4","13.8","1.3","0.27","6"
"Diablo gaufrette sans sucre","Snacks,Sweet snacks,Confectioneries","473","60","5.9","26",""
"Diablo range","","465","65","3","25","25"
"Pesto","","337","4.2","1.1","35","0.5"
"Brocolis sauce Guazamara","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods","62","4.98","1.5","3","5"
"All-brann prebiotic","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","414","42","15","16","21"
"Bio korma indien légumes","","116","15","3","4.3","2.4"
"Burrito","Sandwiches,Burritos","164","24","5.8","5.2","3.2"
"ACE","","45","10.4","0.2","0",""
"Multi -Active","","237","98","0","0",""
"Veg curry bowl","","43.214285714286","23.607142857143","2.5","1.7857142857143","0.32142857142857"
"Moutard","","113","6","4.2","5.8",""
"Koko original","","27","1.9","0.2","2","0.1"
"Réglisses enrobées de chocolat","","516","57","5.6","29","0"
"Macaron","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,Macarons","474","49","8.2","27","2.3"
"Bouchées turron chocolat noir","","541","44","8.4","35","8.3"
"Quaker","","457","5","7.7","19","8.7"
"Dark chocolate almond","","576","27","9.1","44.8",""
"Tartinable noisette et amande","","503.9","48.3","14.5","30.1","6.9"
"Cheez doodles","","520","5","10","30","0"
"Pesto epinard feta","","329","3.3","2","34",""
"Barista Oat","","48","6.8","0.3","2.2",""
"Ricola","Snacks,Sweet snacks,Confectioneries,Candies,Hard candies","236","97","0","0",""
"5 fagots de haricots verts extra fins","","17","1.8","1.4","0","2.9"
"Pâtes au jambon","","182","19","9.7","7.3","1.5"
"Vitalis crunchy muesli","","440","68","8.1","14","6.2"
"Corn Pasta","","357","79.3","7.5","2.1","1.8"
"Pan di stelle","","533","53.1","7.3","31.2",""
"Polvoron","","491","64","6.7","23",""
"outrageously orange & chocolate cookies","","485","64.7","5.5","22.1","2.7"
"Pesto basilic","Condiments,Sauces,Pestos,Green pestos","216","2.79","3","21","2.2"
"Mayonnaise vegan","","686","2.5","0","75",""
"Pain brioché","","1159","40.5","6.95","9.12","2.03"
"Lait de coco","Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut milks and creams","220","3.4","1.7","22","0.5"
"Morning cofee","","466.2","72.3","7.8","16.2",""
"Orange confite","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Fruits based foods,Fruits,Citrus,Oranges","314","76","0","0","5"
"Petits gâteaux fraise","","430","56","4.7","21","0"
"Confiture de coing","Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Quince jams","239","57","7","0",""
"Gelé passion","","392","90","5.4","0",""
"Mayo Vegan Chili","","634","3.8","0.1","68.5",""
"Mayo Vegan NB","","644","3","0.8","70","0.004"
"Pizza dinde bœuf salamis","Meals,Pizzas pies and quiches,Pizzas","231","29","9.3","8.3",""
"Guimauves à la vanille","Snacks,Sweet snacks,Confectioneries,Candies,Marshmallows","325","79","2","0.5",""
"Sunquick","","326","76","1","0",""
"Lait de coco","Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut milks and creams","114","1.3","0.6","12",""
"Noix du Brésil","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Brazil nuts","707","4.1","17","68",""
"Dattes dénoyautées","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Dates,Pitted dates","290","65","1.9","0.5","8.7"
"La ve","","61","66.2","6.2","22.8",""
"Fix to Zero","","344","76.8","3.69","2.44","0.54"
"Fruit rolls","","280","63","1.9","0","10"
"Dumle Oat Drink","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks,Cocoa oat-based drinks","73","12","1.4","1.7","1.3"
"Oat drink","","73","12","1.4","1.7","1.3"
"BBQ-Brötchen","","278","47.6","7.4","6.1",""
"Crunchy","","196","64.3","8.7","18.1","6.4"
"Magnesium Tea SLEEP","","1","0.5","0","0","0"
"Coconut","","25.3","1.9","0.2","2","0.1"
"Tartelettes cacao","","482","60.6","7.1","22.9","2.5"
"Dal licious","","56","6.3","4.1","0.7",""
"Curry vert thai","","100","9","3","5.8","2.3"
"Chewing-gum pastèque","","159","64.3","0","0",""
"Cookies au chocolat","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Drop cookies,Chocolate chip cookies","488","64","6.7","22","3.4"
"Fruit tropicale","","326","76","1","0",""
"Coeur de celeri","","13","1","0.8","0.2","1.9"
"HVIDLØG I CHILIOLIE","","296","2.6","3.4","29","0"
"ToffeeCups","","470","68","1.01","20",""
"Fiber skorper","","420","62","12","12","8"
"Bouillon méditerranéen","","2.9","0.5","0.1","0.04",""
"Frangipane","","435","70.7","8.4","12.5","3.4"
"Biscottes sans gluten","","393","76","3.9","6.3","8.1"
"Pernigotti Cremino","","531","52","10","31",""
"Gianduia Nero","","528","50","6.5","32",""
"COCOA SELECTION","","600","40","5.6","45","5"
"Compote allégée pomme","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes","72","15.5","0.5","0.6",""
"Glace veganes aux noix de cajou et caramel","","311","30","1.7","20","2.2"
"Creme","","321","55","7.5","8",""
"Arance amare bio","","162","40","0.5","0.5",""
"Purée cacahuete crunchy","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","608","11.4","25.7","49.4","7.5"
"Chocolat noir","","503","22","11","44","6.2"
"Fruchtaufstrich Himbeere","Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Raspberry jams","850","49","0.6","0.6","1.72"
"Gâteaux sans gluten","","407","68","4.7","12","4.2"
"Figue","","250","55","3.5","1.3","12.9"
"Tartines craquantes seigle","Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads","354","74.2","8.7","0.5","9.8"
"Krave","","480","69","7","19","2.3"
"Bonbons gouts thé glacé","","238","97","0.1","0.1",""
"chewing gum menthe","","178","70","0.4","0.6",""
"Chipolatas","Meats and their products,Meats,Prepared meats,Sausages,French sausages,Chipolatas","225","0.6","15.5","17.8","0"
"Good day","","506","70","7","22",""
"Bit break","","453","69","8.7","15","3.7"
"Nuggets vegetales","","212","15.7","10.5","10","5"
"Yum yum dragées","","477","56.3","11.8","22.7",""
"Crema de cacao","","549","51","4","35.3",""
"Chewing-gum","Snacks,Sweet snacks,Confectioneries,Chewing gum","149","62","0","0","0"
"Teddy Pasta","Plant-based foods and beverages,Plant-based foods,Pastas","336","71.9","5.53","0.46","11.02"
"Dumle","","73","11","1.4","1.7","1.3"
"Sauce cesar salad","","14.3","1.03","1.13","0.5","1.8"
"Sundried tomato and Basil Flavour sauce","","230","10","0.5","21",""
"Kecup","","87","18","1.4","0.5","0"
"Mazarella panees","Dairies,Fermented foods,Fermented milk products,Cheeses","318","25","12.1","18.5","1.4"
"Confiture fruits de bois","","156","36","0","0","2.78"
"Chili Ketchup","Condiments,Sauces,Tomato sauces,Ketchup","68","12","2.4","0.4",""
"Crunchy","","464","63.4","7.8","18.5","6.2"
"Special cooki","","491","59","4.2","26","3.4"
"Bol quinoa pommes légume curry","","116","15","2.8","4.5","0"
"Sandwichcreme","","449","6","0.5","47",""
"Mini roulés au abricot","","303","65","4.2","2.7",""
"Roc avellanas","","569","43","7.3","39","7.8"
"Salt chocolat","","522","46","6","34.9","7.8"
"M&m’s cookie mix","","398","76","6.2","6.8",""
"Heinz Street Food","","93","19","1.4","0.5",""
"John West Tonijn twist","","110","0","26","0.5","0"
"Ohne Palmöl Vegan","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Chocolate spreads","563","40","7.4","39","11"
"So vegan so fine","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Chocolate spreads","562","55","2.8","36","3.5"
"Nusco","","573","46","3.9","37",""
"Pâte à tartine blanche à la noix de coco","","559","58","3.5","34","3.5"
"La vida vegan","","574","53","3.7","38","2.6"
"Pâte à tartiner au chocolat blanc","","575","59","3.8","36","0"
"Saucisse vegan","","307","2.4","16","24",""
"Tablette chocolat","","550","54","8.3","33",""
"Datteln","","306","69","2.4","0.3",""
"Cornichon russka","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Pickles,Canned vegetables,Plant-based pickles,Pickled vegetables,Pickled cucumbers,Gherkins","8","0.1","0.8","0.5",""
"Beurre de cacahuètes","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters","660","11","23","57","6.3"
"Gianduja noir-schokolade","","575","42","8","41","4.7"
"Sirop de dattes","Sweeteners,Syrups,Simple syrups,Fruit-syrups,Date syrups","301","71","2.7","0","6"
"JABLKO","","43","10","0.3","0.5","0.5"
"Crème de mangue bio","","287","20","11","23",""
"Pépites de figue","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried figs","333","78","2.1","0.7","8"
"Sauce peperonata","","57","5.5","5.5","2.3","1"
"Mini macaron amandes","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,Macarons","396","40","11","21",""
"Petit Luc","","422","58","5.9","19","1.7"
"Otto","","110","18","6","2","3"
"Knusprige Tortilla chips bbq","","474","60","7.6","21","5.9"
"Mayonnaise fine de caractère","Condiments,Sauces,Mayonnaises","416","12","1.1","4",""
"Lait de coco","Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut milks and creams","177","3","1.8","18",""
"Poulet Chicken","","249","19.4","9.8","14.7",""
"Gunnies multi vitamines","","0","0","0","0","0"
"Creamy Pumpkin Soup","","34.358974358974","4.2051282051282","0.87179487179487","1.6923076923077",""
"Céréales P'Tit carré Cacao & Noisettes","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Filled cereals,Breakfast cereals filled with chocolate-hazelnuts","438","67","6.5","15","4.5"
"Peanut  Better","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","643","13","25","53","6.8"
"Manteiga de Amendoim com pedaços","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","614","13.8","25.6","49",""
"Protein-6 Cookies & Cream","","398","8","80","6","1"
"Granini","","24","5.7","0.5","0.5",""
"Tropical curcuma","","24","5.4","0.5","0.5",""
"Hohes C","","46","10","0.5","0.5",""
"Pot de crème","","190","15","3","14","0.5"
"Ananas pelés en morceaux déshydraté","","280","58","2","5","3"
"Fantaisie de truffes","","614","38.8","4.2","47.8",""
"Avocat et citron","","232","9.6","0.5","21",""
"Profiterol","","204","27.78","4.74","8.18",""
"Super protein","","387","2.4","81","5","4"
"Croissant vegan","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Croissants","365","48.2","7.9","19.5","1.2"
"Bio nature ptit dej","","457","59","8.4","19","8.1"
"Cubi","","511","64.4","6.1","24.8",""
"Jus de raisin blanc","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Grape juices","46.5","11.5","0","0",""
"Crunchies","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","501","66","4.9","24","25"
"Jus cerise raisin","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices","48","11","0","0",""
"Pompelmo","","41","8","0.6","0.5",""
"Nectar Abricot","","60","14","0.5","0.5",""
"Fuztea","","1","0.1","0","0",""
"Snowballs créma lapte","Snacks,Sweet snacks,Confectioneries","572","52","6.8","37","1.2"
"100% free","","49","11.8","0.1","0.1","0.2"
"P’tit carré","","438","67","6.5","15","4.5"
"Crabe chair et pattes","Seafood,Crustaceans,Crab","70","2","12","1",""
"Pure part barista","","59","9.9","1.1","1.6","0.5"
"Confiture","","198","48","0.5","0","2.4"
"Cavatappi","","350","71","12","1.2","3.5"
"Soy Whip","","150","12","1.3","11",""
"Bon&bon","","457","62.6","6.1","19.4","3.8"
"Tagliatelles proteinees","","349","15.6","47.6","6.8","17.1"
"Avocado lime flavour sauce","Condiments,Sauces","232","9.6","0.5","21",""
"Boisson chocolatée végétale à l'avoine","Plant-based foods and beverages,Beverages,Plant-based foods","96","12","2.3","2.5","1.6"
"Mentos Fruity Fresh","","143","56","0.3","1.1","0.8"
"UP2U","","127","63","0.1","0.2","0.4"
"Granini","","24","5.4","0.5","0.5",""
"Piparkakku granola","","428","62","9.4","14","8.1"
"Pâté de foie supérieur","Meats and their products,Prepared meats,fr:Charcuteries diverses,Pâté,Liver Pâtés","305","2.9","13.6","26.6",""
"Mini cookies","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Drop cookies","503","62","5.9","25","3"
